MCF Channel Grouping Path,Source/Medium Path,Conversions,Conversion Value
Direct > Display (impression) > Direct > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Direct > (unavailable) > Direct > Display (impression) > Direct > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Direct > Display (impression) > Display (impression) > Direct,(direct) / (none) > dfa / cpm (impression) > (direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dfa / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dfa / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > (direct) / (none) > hellobarv2 / saa > (direct) / (none) > dfa / cpm (impression) > (direct) / (none) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > (direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none),1,SGD321.20
Direct > Display (impression) > Direct > Display (impression) > Display (impression) > Organic Search > Direct,(direct) / (none) > dfa / cpm (impression) > (direct) / (none) > dfa / cpm (impression) > dfa / cpm (impression) > google / organic > (direct) / (none),1,SGD258.00
Direct > Display (impression) > Direct > Organic Search > Display > Display > Direct > Direct > Display > Paid Search > Direct > Paid Search > Paid Search > Display (impression) > Direct > Organic Search > Display > Direct > Direct,(direct) / (none) > dfa / cpm (impression) > (direct) / (none) > google / organic > dfa / cpm > dfa / cpm > (direct) / (none) > (direct) / (none) > dfa / cpm > google / cpc > (direct) / (none) > google / cpc > google / cpc > dbm / cpm (impression) > (direct) / (none) > google / organic > dfa / cpm > (direct) / (none) > (direct) / (none),1,"SGD2,189.70"
Direct > Display (impression) > Email > Direct > Direct > Direct,(direct) / (none) > dfa / cpm (impression) > news / email > (direct) / (none) > (direct) / (none) > (direct) / (none),1,"SGD3,264.00"
Direct > Display (impression) > Display (impression) > Paid Search > Organic Search > Direct > Paid Search > Direct > Organic Search,(direct) / (none) > dbm / cpm (impression) > dfa / cpm (impression) > google / cpc > google / organic > (direct) / (none) > google / cpc > (direct) / (none) > google / organic,1,"SGD3,318.40"
Direct > Display (impression) > Display (impression) > Direct > Direct > (unavailable) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Direct,(direct) / (none) > dfa / cpm (impression) > dfa / cpm (impression) > (direct) / (none) > (direct) / (none) > hellobarv2 / saa > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dbm / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > (direct) / (none),1,SGD813.90
Direct > Display (impression) > Display (impression) > Direct > Direct > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Direct > Display (impression) > Email > Direct > Display (impression) > Direct,(direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none) > (direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none) > dbm / cpm (impression) > news / email > (direct) / (none) > dbm / cpm (impression) > (direct) / (none),1,"SGD1,273.80"
Direct > Display (impression) > Display (impression) > Direct > Display (impression) > Direct > Email > Direct > Direct,(direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none) > dfa / cpm (impression) > (direct) / (none) > kfjclsbedm_cdghero_nov16_edm / email > (direct) / (none) > (direct) / (none),1,"SGD5,419.30"
Direct > Display (impression) > Display (impression) > Direct > Display (impression) > Display (impression) > Direct > Direct > Display (impression) > Direct,(direct) / (none) > dbm / cpm (impression) > dfa / cpm (impression) > (direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none) > (direct) / (none) > dbm / cpm (impression) > (direct) / (none),1,"SGD3,765.00"
Direct > Display (impression) > Display (impression) > Direct > Display (impression) > Referral > Direct,(direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none) > dfa / cpm (impression) > skyscanner.com.sg / referral > (direct) / (none),1,SGD288.80
Direct > Display (impression) > Display (impression) > Direct > Paid Search,(direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none) > bing / cpc,1,SGD598.10
Direct > Display (impression) > Display (impression) > Email > Direct > (unavailable) > Direct,(direct) / (none) > dfa / cpm (impression) > dbm / cpm (impression) > kfjclsaedm_morefare_nov16_edm / email > (direct) / (none) > hellobarv2 / saa > (direct) / (none),1,"SGD1,190.50"
Direct > Display (impression) > Display (impression) > Display (impression),(direct) / (none) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression),1,SGD311.00
Direct > Display (impression) > Display (impression) > Display (impression) > Direct > (unavailable) > Organic Search,(direct) / (none) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > (direct) / (none) > hellobarv1 / saa > google / organic,1,SGD409.30
Direct > Display (impression) > Display (impression) > Display (impression) > Direct > Direct > Direct > Direct > Direct > Direct,(direct) / (none) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1,"SGD2,284.20"
Direct > Display (impression) > Display (impression) > Display (impression) > Direct > Direct > Direct > Direct > Direct > Display (impression) > Display (impression) > Direct > Direct > Display (impression) > Display (impression) > Direct > Direct > Display (impression) > Direct > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Direct > Direct > Direct > Direct > Display (impression) > Display (impression) > Display (impression) > Display > Display > Display (impression) > Display (impression) > Display (impression) > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Display (impression) > Direct > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Direct > Direct > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Direct > Direct > Direct > Direct > Direct > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Direct > Direct > Display (impression) > Direct > Direct > Display (impression) > Display (impression) > Display (impression) > Direct > Direct > Direct > Direct > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,(direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none) > (direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none) > (direct) / (none) > dbm / cpm (impression) > (direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm > dbm / cpm > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > dbm / cpm (impression) > (direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none) > (direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none) > (direct) / (none) > dbm / cpm (impression) > (direct) / (none) > (direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1,SGD796.00
